Year,Month,Album Title,Artist Name,Genre,Date,Distribution,Rating,Music Count
2017,6,The 3rd Digital Single '그대라는 사치',한동근,발라드,2016.08.24,로엔엔터테인먼트,9.3,1
2017,6,혼자,어반 자카파(Urban Zakapa),발라드,2017.05.19,로엔 엔터테인먼트,6.8,1
2017,6,돈 벌 시간 2,창모(CHANGMO),랩/힙합,2016.07.21,(주)루미넌트엔터테인먼트,7.4,6
2017,6,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,6,SQUARE TWO,BLACKPINK,댄스,2016.11.01,YG PLUS,7.5,3
2017,6,Purple,마마무(Mamamoo),"댄스,  알앤비/어반",2017.06.22,(주)지니뮤직,8.2,5
2017,6,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,6,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,6,한동근 1st Album 'Your Diary',한동근,발라드,2017.05.05,로엔엔터테인먼트,8.3,10
2017,6,도깨비 OST Part 4,크러쉬(CRUSH),드라마음악,2016.12.17,(주)지니뮤직,8.4,2
2017,6,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,6,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,6,2집 사춘기 하 (思春記 下),악동뮤지션,"발라드,  락,  포크",2017.01.03,(주)지니뮤직,9.2,8
2017,6,TWICEcoaster : LANE 1,TWICE(트와이스),댄스,2016.10.24,(주)아이리버,7.7,7
2017,6,2016 Re-ALBUM,젝스키스,발라드,2016.12.01,YG PLUS,8.6,10
2017,6,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,6,SEVENTEEN 4th Mini Album 'Al1',세븐틴,댄스,2017.05.22,로엔엔터테인먼트,8.6,8
2017,6,2016 Re-ALBUM,젝스키스,발라드,2016.12.01,YG PLUS,8.6,10
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,PRODUCE 101 - 나야 나 (PICK ME),PRODUCE 101,댄스,2017.03.09,(주)지니뮤직,6.1,1
2017,6,Full Album RED PLANET [Hidden Track],볼빨간사춘기,포크,2016.12.21,(주)엔에이치엔벅스,8.2,1
2017,6,CAN YOU FEEL IT?,하이라이트(Highlight),댄스,2017.03.20,로엔 엔터테인먼트,9.2,6
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,사랑이 잘,아이유(IU),알앤비/어반,2017.04.07,로엔 엔터테인먼트,7.9,1
2017,6,23,혁오(HYUKOH),락,2017.04.24,(주)지니뮤직,8.5,12
2017,6,TWICEcoaster : LANE 2,TWICE(트와이스),댄스,2017.02.20,(주)아이리버,7.6,13
2017,6,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,세 단어,젝스키스,발라드,2016.10.07,YG PLUS,9,1
2017,6,LONELY,씨스타,"발라드,  알앤비/어반",2017.05.31,로엔 엔터테인먼트,8.1,2
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,언니들의 슬램덩크 시즌 2,언니쓰,댄스,2017.05.12,로엔 엔터테인먼트,8.1,2
2017,6,Bittersweet,백아연,발라드,2017.05.29,(주)아이리버,8.7,6
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,WINE,SURAN(수란),알앤비/어반,2017.04.27,로엔엔터테인먼트,7.6,2
2017,6,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,6,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,6,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,6,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,6,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2017,6,桃源境 (도원경),빅스 (VIXX),댄스,2017.05.15,(주)지니뮤직,9.2,6
2017,6,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,6,마크툽 프로젝트 Vol. 3,마크툽(Maktub),"발라드,  알앤비/어반",2014.08.04,퍼플파인 엔터테인먼트,5.9,2
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,BLUE MOON,효린,댄스,2017.04.14,로엔 엔터테인먼트,8,1
2017,6,신현희와김루트,신현희와김루트,"포크,  인디뮤직",2015.02.26,Mirrorball Music,8.1,6
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,CALLING YOU,하이라이트(Highlight),댄스,2017.05.29,로엔 엔터테인먼트,9.5,7
2017,6,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,6,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,6,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2017,6,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2017,6,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,6,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2017,6,군주 - 가면의 주인 OST Part 2,볼빨간사춘기,드라마음악,2017.05.17,다날 엔터테인먼트,7.1,2
2017,6,남이 될 수 있을까,볼빨간사춘기,포크,2017.06.13,로엔엔터테인먼트,7.4,1
2017,6,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,6,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,6,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,6,SIGNAL,TWICE(트와이스),댄스,2017.05.15,(주)아이리버,6,6
2017,7,Voicenotes,Charlie Puth,팝,2018.05.11,워너뮤직코리아,9.4,13
2017,7,PAGE TWO,TWICE(트와이스),댄스,2016.04.25,(주)아이리버,8.1,7
2017,7,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,7,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,7,The 3rd Digital Single '그대라는 사치',한동근,발라드,2016.08.24,로엔엔터테인먼트,9.3,1
2017,7,LONELY,씨스타,"발라드,  알앤비/어반",2017.05.31,로엔 엔터테인먼트,8.1,2
2017,7,4집 EVERYTHING YOU WANTED,박재범,알앤비/어반,2016.10.20,(주)지니뮤직,8.9,19
2017,7,6집 BLACK,이효리,"발라드,  댄스,  알앤비/어반,  일렉트로니카",2017.07.04,로엔엔터테인먼트,7,12
2017,7,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,7,PRODUCE 101 - FINAL,PRODUCE 101,댄스,2017.06.17,(주)지니뮤직,7.3,3
2017,7,2016 Re-ALBUM,젝스키스,발라드,2016.12.01,YG PLUS,8.6,10
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,TWICEcoaster : LANE 1,TWICE(트와이스),댄스,2016.10.24,(주)아이리버,7.7,7
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,2U,David Guetta,댄스,2017.06.09,Warner(Korea),9.9,1
2017,7,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2017,7,또 오해영 OST Part 5,정승환,드라마음악,2016.05.31,(주)지니뮤직,8.5,2
2017,7,6집 싸이6甲 Part 1,싸이 (PSY),댄스,2012.07.15,YG PLUS,8.4,6
2017,7,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,7,SQUARE TWO,BLACKPINK,댄스,2016.11.01,YG PLUS,7.5,3
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,7,BLUE MOON,효린,댄스,2017.04.14,로엔 엔터테인먼트,8,1
2017,7,아침에,영비(Young B),랩/힙합,2017.06.28,로엔 엔터테인먼트,4.2,1
2017,7,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,7,Collage (EP),The Chainsmokers,일렉트로니카,2016.11.05,소니뮤직,7.5,5
2017,7,Purple,마마무(Mamamoo),"댄스,  알앤비/어반",2017.06.22,(주)지니뮤직,8.2,5
2017,7,SUMMER EPISODE,악동뮤지션,"댄스,  일렉트로니카",2017.07.20,(주)지니뮤직,8.9,2
2017,7,MEMORY,마마무(Mamamoo),댄스,2016.11.07,(주)지니뮤직,8.8,8
2017,7,The 5th Mini Album 'CANVAS',뉴이스트(NU'EST),댄스,2016.08.29,로엔엔터테인먼트,9.5,5
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,도깨비 OST Part 4,크러쉬(CRUSH),드라마음악,2016.12.17,(주)지니뮤직,8.4,2
2017,7,한동근 1st Album 'Your Diary',한동근,발라드,2017.05.05,로엔엔터테인먼트,8.3,10
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,The 5th Mini Album 'CANVAS',뉴이스트(NU'EST),댄스,2016.08.29,로엔엔터테인먼트,9.5,5
2017,7,Bittersweet,백아연,발라드,2017.05.29,(주)아이리버,8.7,6
2017,7,2016 Re-ALBUM,젝스키스,발라드,2016.12.01,YG PLUS,8.6,10
2017,7,2집 사춘기 하 (思春記 下),악동뮤지션,"발라드,  락,  포크",2017.01.03,(주)지니뮤직,9.2,8
2017,7,CALLING YOU,하이라이트(Highlight),댄스,2017.05.29,로엔 엔터테인먼트,9.5,7
2017,7,Memories...Do Not Open,The Chainsmokers,댄스,2017.04.07,소니뮤직,8.3,12
2017,7,마크툽 프로젝트 Vol. 3,마크툽(Maktub),"발라드,  알앤비/어반",2014.08.04,퍼플파인 엔터테인먼트,5.9,2
2017,7,24K Magic,Bruno Mars,팝,2016.11.18,워너뮤직코리아,9.1,9
2017,7,Outside,크러쉬(CRUSH),알앤비/어반,2017.06.30,로엔 엔터테인먼트,7.3,3
2017,7,CAN YOU FEEL IT?,하이라이트(Highlight),댄스,2017.03.20,로엔 엔터테인먼트,9.2,6
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,언니들의 슬램덩크 시즌 2,언니쓰,댄스,2017.05.12,로엔 엔터테인먼트,8.1,2
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,TELEVISION,지코(ZICO),랩/힙합,2017.07.12,(주)지니뮤직,7.2,6
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,사랑이 잘,아이유(IU),알앤비/어반,2017.04.07,로엔 엔터테인먼트,7.9,1
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,여보세요,뉴이스트(NU'EST),댄스,2013.02.13,로엔엔터테인먼트,8.8,5
2017,7,TELEVISION,지코(ZICO),랩/힙합,2017.07.12,(주)지니뮤직,7.2,6
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,LISTEN 010 좋니,윤종신,발라드,2017.06.22,로엔 엔터테인먼트,8.6,2
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2017,7,WINE,SURAN(수란),알앤비/어반,2017.04.27,로엔엔터테인먼트,7.6,2
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,7,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2017,7,군주 - 가면의 주인 OST Part 2,볼빨간사춘기,드라마음악,2017.05.17,다날 엔터테인먼트,7.1,2
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,7,Purple,마마무(Mamamoo),"댄스,  알앤비/어반",2017.06.22,(주)지니뮤직,8.2,5
2017,7,마지막처럼,BLACKPINK,댄스,2017.06.22,(주)지니뮤직,7.7,1
2017,7,The Red Summer - Summer Mini Album,Red Velvet (레드벨벳),댄스,2017.07.09,(주)아이리버,8.1,5
2017,7,PRODUCE 101 - 나야 나 (PICK ME),PRODUCE 101,댄스,2017.03.09,(주)지니뮤직,6.1,1
2017,7,NU'EST W '있다면',뉴이스트 W,발라드,2017.07.25,(주)지니뮤직,8.9,1
2017,7,신현희와김루트,신현희와김루트,"포크,  인디뮤직",2015.02.26,Mirrorball Music,8.1,6
2017,7,23,혁오(HYUKOH),락,2017.04.24,(주)지니뮤직,8.5,12
2017,7,Full Album RED PLANET [Hidden Track],볼빨간사춘기,포크,2016.12.21,(주)엔에이치엔벅스,8.2,1
2017,7,세 단어,젝스키스,발라드,2016.10.07,YG PLUS,9,1
2017,7,TWICEcoaster : LANE 2,TWICE(트와이스),댄스,2017.02.20,(주)아이리버,7.6,13
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,7,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2017,7,SUMMER EPISODE,악동뮤지션,"댄스,  일렉트로니카",2017.07.20,(주)지니뮤직,8.9,2
2017,7,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,7,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,7,Hands on Me,청하,댄스,2017.06.07,(주)지니뮤직,8.3,5
2017,7,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2017,7,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,7,SIGNAL,TWICE(트와이스),댄스,2017.05.15,(주)아이리버,6,6
2017,7,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,7,Pink UP,에이핑크(Apink),"발라드,  댄스",2017.06.26,로엔 엔터테인먼트,8.2,7
2017,7,TELEVISION,지코(ZICO),랩/힙합,2017.07.12,(주)지니뮤직,7.2,6
2017,7,남이 될 수 있을까,볼빨간사춘기,포크,2017.06.13,로엔엔터테인먼트,7.4,1
2017,7,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,7,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,7,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,8,Collage (EP),The Chainsmokers,일렉트로니카,2016.11.05,소니뮤직,7.5,5
2017,8,4집 EVERYTHING YOU WANTED,박재범,알앤비/어반,2016.10.20,(주)지니뮤직,8.9,19
2017,8,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,8,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,8,SIXTEEN,사무엘,댄스,2017.08.02,로엔 엔터테인먼트,8.7,6
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,6집 싸이6甲 Part 1,싸이 (PSY),댄스,2012.07.15,YG PLUS,8.4,6
2017,8,마크툽 프로젝트 Vol. 3,마크툽(Maktub),"발라드,  알앤비/어반",2014.08.04,퍼플파인 엔터테인먼트,5.9,2
2017,8,BLUE MOON,효린,댄스,2017.04.14,로엔 엔터테인먼트,8,1
2017,8,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,또 오해영 OST Part 5,정승환,드라마음악,2016.05.31,(주)지니뮤직,8.5,2
2017,8,24K Magic,Bruno Mars,팝,2016.11.18,워너뮤직코리아,9.1,9
2017,8,23,혁오(HYUKOH),락,2017.04.24,(주)지니뮤직,8.5,12
2017,8,6집 Holiday Night - The 6th Album,소녀시대 (GIRLS' GENERATION),댄스,2017.08.04,(주)아이리버,8.2,10
2017,8,SQUARE TWO,BLACKPINK,댄스,2016.11.01,YG PLUS,7.5,3
2017,8,2집 사춘기 하 (思春記 下),악동뮤지션,"발라드,  락,  포크",2017.01.03,(주)지니뮤직,9.2,8
2017,8,신현희와김루트,신현희와김루트,"포크,  인디뮤직",2015.02.26,Mirrorball Music,8.1,6
2017,8,Memories...Do Not Open,The Chainsmokers,댄스,2017.04.07,소니뮤직,8.3,12
2017,8,Full Album RED PLANET [Hidden Track],볼빨간사춘기,포크,2016.12.21,(주)엔에이치엔벅스,8.2,1
2017,8,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,8,PRODUCE 101 - 35 Boys 5 Concepts,PRODUCE 101,댄스,2017.06.03,(주)지니뮤직,8.1,5
2017,8,TWICEcoaster : LANE 2,TWICE(트와이스),댄스,2017.02.20,(주)아이리버,7.6,13
2017,8,PRODUCE 101 - 나야 나 (PICK ME),PRODUCE 101,댄스,2017.03.09,(주)지니뮤직,6.1,1
2017,8,Hands on Me,청하,댄스,2017.06.07,(주)지니뮤직,8.3,5
2017,8,2016 Re-ALBUM,젝스키스,발라드,2016.12.01,YG PLUS,8.6,10
2017,8,돌아오지마,헤이즈(Heize),랩/힙합,2016.04.14,(주)지니뮤직,7.9,2
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,YOU NEVER WALK ALONE,방탄소년단,랩/힙합,2017.02.13,(주)아이리버,8.8,18
2017,8,쇼미더머니 6 Episode 3,Various Artists,랩/힙합,2017.08.19,(주)지니뮤직,7.8,6
2017,8,쇼미더머니 6 Episode 1,Various Artists,랩/힙합,2017.08.05,(주)지니뮤직,6.5,4
2017,8,TWICEcoaster : LANE 1,TWICE(트와이스),댄스,2016.10.24,(주)아이리버,7.7,7
2017,8,도깨비 OST Part 4,크러쉬(CRUSH),드라마음악,2016.12.17,(주)지니뮤직,8.4,2
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,3집 WHITE NIGHT,태양,알앤비/어반,2017.08.16,(주)지니뮤직,7.6,8
2017,8,Voicenotes,Charlie Puth,팝,2018.05.11,워너뮤직코리아,9.4,13
2017,8,Full Album RED PLANET,볼빨간사춘기,포크,2016.08.29,(주)엔에이치엔벅스,8.8,11
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,쇼미더머니 6 Episode 3,Various Artists,랩/힙합,2017.08.19,(주)지니뮤직,7.8,6
2017,8,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2017,8,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,8,Verse 2,JJ Project,락,2017.07.31,(주)아이리버,9.4,8
2017,8,0M,박원,발라드,2017.07.27,로엔 엔터테인먼트,7.8,4
2017,8,세 단어,젝스키스,발라드,2016.10.07,YG PLUS,9,1
2017,8,사랑이 잘,아이유(IU),알앤비/어반,2017.04.07,로엔 엔터테인먼트,7.9,1
2017,8,쇼미더머니 6 Episode 2,Various Artists,랩/힙합,2017.08.12,(주)지니뮤직,5.8,2
2017,8,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,8,WINE,SURAN(수란),알앤비/어반,2017.04.27,로엔엔터테인먼트,7.6,2
2017,8,TELEVISION,지코(ZICO),랩/힙합,2017.07.12,(주)지니뮤직,7.2,6
2017,8,The 5th Mini Album 'CANVAS',뉴이스트(NU'EST),댄스,2016.08.29,로엔엔터테인먼트,9.5,5
2017,8,'Be One' - Buzz The 1st Mini Album,버즈,락,2017.07.28,(주)지니뮤직,9.2,5
2017,8,도깨비 OST Part 9,에일리,드라마음악,2017.01.07,(주)지니뮤직,8.6,2
2017,8,SIGNAL,TWICE(트와이스),댄스,2017.05.15,(주)아이리버,6,6
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,8집 PSY 8th 4X2=8,싸이 (PSY),"발라드,  댄스",2017.05.10,(주)지니뮤직,7.6,10
2017,8,4집 Palette,아이유(IU),"발라드,  알앤비/어반",2017.04.21,로엔엔터테인먼트,8.4,10
2017,8,군주 - 가면의 주인 OST Part 2,볼빨간사춘기,드라마음악,2017.05.17,다날 엔터테인먼트,7.1,2
2017,8,OUR TWENTY FOR,WINNER,댄스,2017.08.04,(주)지니뮤직,8.6,2
2017,8,권지용,G-DRAGON,랩/힙합,2017.06.08,지니뮤직,7.6,5
2017,8,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,8,남이 될 수 있을까,볼빨간사춘기,포크,2017.06.13,로엔엔터테인먼트,7.4,1
2017,8,TELEVISION,지코(ZICO),랩/힙합,2017.07.12,(주)지니뮤직,7.2,6
2017,8,/// (너 먹구름 비),헤이즈(Heize),랩/힙합,2017.06.26,(주)지니뮤직,7.7,5
2017,8,여보세요,뉴이스트(NU'EST),댄스,2013.02.13,로엔엔터테인먼트,8.8,5
2017,8,쇼미더머니 6 Episode 1,Various Artists,랩/힙합,2017.08.05,(주)지니뮤직,6.5,4
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,Be Ordinary,황치열,발라드,2017.06.13,(주)엔에이치엔벅스,8.5,7
2017,8,밤편지,아이유(IU),발라드,2017.03.24,로엔 엔터테인먼트,8.6,1
2017,8,마지막처럼,BLACKPINK,댄스,2017.06.22,(주)지니뮤직,7.7,1
2017,8,쇼미더머니 6 Episode 1,Various Artists,랩/힙합,2017.08.05,(주)지니뮤직,6.5,4
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,8,LISTEN 010 좋니,윤종신,발라드,2017.06.22,로엔 엔터테인먼트,8.6,2
2017,8,SUNMI SPECIAL EDITION '가시나',선미,댄스,2017.08.22,로엔엔터테인먼트,7.4,1
2017,8,THE 20TH ANNIVERSARY,젝스키스,발라드,2017.04.28,(주)지니뮤직,8.1,11
2017,8,쇼미더머니 6 Episode 1,Various Artists,랩/힙합,2017.08.05,(주)지니뮤직,6.5,4
2017,8,FATE NUMBER FOR,WINNER,"발라드,  댄스",2017.04.04,(주)지니뮤직,9.2,2
2017,8,Pink UP,에이핑크(Apink),"발라드,  댄스",2017.06.26,로엔 엔터테인먼트,8.2,7
2017,8,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,8,÷ (Deluxe),Ed Sheeran,팝,2017.03.03,워너뮤직코리아,8.5,16
2017,8,Q is.,뉴이스트(NU'EST),댄스,2016.02.17,로엔엔터테인먼트,9.6,5
2017,8,6집 Holiday Night - The 6th Album,소녀시대 (GIRLS' GENERATION),댄스,2017.08.04,(주)아이리버,8.2,10
2017,8,Purple,마마무(Mamamoo),"댄스,  알앤비/어반",2017.06.22,(주)지니뮤직,8.2,5
2017,8,The 5th Mini Album 'CANVAS',뉴이스트(NU'EST),댄스,2016.08.29,로엔엔터테인먼트,9.5,5
2017,8,SUMMER EPISODE,악동뮤지션,"댄스,  일렉트로니카",2017.07.20,(주)지니뮤직,8.9,2
2017,8,The 5th Mini Album 'CANVAS',뉴이스트(NU'EST),댄스,2016.08.29,로엔엔터테인먼트,9.5,5
2017,8,여자친구 The 5th Mini Album 'PARALLEL',여자친구(GFRIEND),댄스,2017.08.01,로엔엔터테인먼트,8.6,8
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,1X1=1(TO BE ONE),Wanna One(워너원),댄스,2017.08.07,(주)지니뮤직,8.7,7
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,THE WAR - The 4th Album,EXO,댄스,2017.07.18,(주)아이리버,7.6,18
2017,8,NU'EST W '있다면',뉴이스트 W,발라드,2017.07.25,(주)지니뮤직,8.9,1
