노선명,항공사,출발지,출발국,도착지,도착국,검수,2016.6,2018.5,상태,비고,운항 횟수,운항_2016,운항_2017,운항_2018,운항_2016.12,운항_2017.1,운항_2017.2,운항_2017.12,운항_2018.1,운항_2018.2,운항_2016겨울,운항_2017겨울,운항_겨울 총합,운항_2017.3,운항_2017.4,운항_2017.5,운항_2018.3,운항_2018.4,운항_2018.5,운항_2017봄,운항_2018봄,운항_봄 총합,운항_2016.6,운항_2016.7,운항_2016.8,운항_2017.6,운항_2017.7,운항_2017.8,운항_2016여름,운항_2017여름,운항_여름 총합,운항_2016.9,운항_2016.10,운항_2016.11,운항_2017.9,운항_2017.10,운항_2017.11,운항_2016가을,운항_2017가을,운항_가을 총합,운송량,운송량_2016,운송량_2017,운송량_2018,운송량_2016.12,운송량_2017.1,운송량_2017.2,운송량_2017.12,운송량_2018.1,운송량_2018.2,운송량_2016겨울,운송량_2017겨울,운송량_겨울 총합,운송량_2017.3,운송량_2017.4,운송량_2017.5,운송량_2018.3,운송량_2018.4,운송량_2018.5,운송량_2017봄,운송량_2018봄,운송량_봄총합,운송량_2016.6,운송량_2016.7,운송량_2016.8,운송량_2017.6,운송량_2017.7,운송량_2017.8,운송량_2016여름,운송량_2017여름,운송량_여름 총합,운송량_2016.9,운송량_2016.10,운송량_2016.11,운송량_2017.9,운송량_2017.10,운송량_2017.11,운송량_2016가을,운송량_2017가을,운송량_가을 총합
HY621,Uzbekistan Airways,AZN,UZB,DME,RUS,O,O,O,완료,,204,60,103,41,9,8,8,9,9,8,25,26,51,10,8,9,9,8,7,27,24,51,9,9,8,9,7,9,26,25,51,8,8,9,9,8,9,25,26,51,38354,11270,19286,7798,1686,1496,1496,1692,1698,1502,4678,4892,9570,1876,1502,1618,1710,1520,1368,4996,4598,9594,1698,1698,1514,1710,1318,1692,4910,4720,9630,1468,1520,1686,1686,1502,1698,4674,4886,9560
HY623,Uzbekistan Airways,KSQ,UZB,DME,RUS,O,O,O,완료,,103,31,51,21,5,3,4,5,4,4,12,13,25,4,5,4,5,4,4,13,13,26,4,5,4,4,5,4,13,13,26,4,5,4,5,4,4,13,13,26,15450,4650,7650,3150,750,450,600,750,600,600,1800,1950,3750,600,750,600,750,600,600,1950,1950,3900,600,750,600,600,750,600,1950,1950,3900,600,750,600,750,600,600,1950,1950,3900
HY625-1,Uzbekistan Airways,NCU,UZB,DME,RUS,O,O,O,완료,,34,29,5,0,4,0,0,0,0,0,4,0,4,1,3,1,0,0,0,5,0,5,4,4,4,0,0,0,12,0,12,4,5,4,0,0,0,13,0,13,5100,4350,750,0,600,0,0,0,0,0,600,0,600,150,450,150,0,0,0,750,0,750,600,600,600,0,0,0,1800,0,1800,600,750,600,0,0,0,1950,0,1950
HY625-2,Uzbekistan Airways,NVI,UZB,DME,RUS,O,O,O,완료,누쿠스 경유.2017.01~03,12,0,12,0,0,5,4,0,0,0,9,0,9,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,1800,0,0,750,600,0,0,0,1350,0,1350,450,0,0,0,0,0,450,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY625-3,Uzbekistan Airways,UGC,UZB,DME,RUS,O,O,O,완료,2017.05~,47,0,25,22,0,0,0,4,5,4,0,13,13,0,0,4,4,4,5,4,13,17,0,0,0,4,4,0,0,8,8,0,0,0,0,5,4,0,9,9,7050,0,3750,3300,0,0,0,600,750,600,0,1950,1950,0,0,600,600,600,750,600,1950,2550,0,0,0,600,600,0,0,1200,1200,0,0,0,0,750,600,0,1350,1350
HY627,Uzbekistan Airways,FEG,UZB,DME,RUS,O,O,O,완료,,208,60,104,44,9,9,8,8,9,8,26,25,51,9,8,9,9,8,10,26,27,53,9,8,9,9,8,10,26,27,53,9,8,8,8,9,9,25,26,51,31200,9000,15600,6600,1350,1350,1200,1200,1350,1200,3900,3750,7650,1350,1200,1350,1350,1200,1500,3900,4050,7950,1350,1200,1350,1350,1200,1500,3900,4050,7950,1350,1200,1200,1200,1350,1350,3750,3900,7650
HY631,Uzbekistan Airways,TAS,UZB,LED,RUS,O,O,O,완료,,319,90,156,73,13,14,12,13,13,12,39,38,77,13,13,13,14,17,17,39,48,87,12,14,12,13,13,13,38,39,77,13,13,13,13,14,12,39,39,78,62612,16267,30107,16238,2743,2488,2285,2669,2588,2439,7516,7696,15212,2743,2435,2435,3217,4246,3748,7613,11211,18824,1994,2585,1897,2726,2338,2338,6476,7402,13878,2241,1984,2823,2435,2623,2592,7048,7650,14698
HY633,Uzbekistan Airways,TAS,UZB,LED,RUS,O,O,O,완료,,88,30,44,14,5,0,0,4,0,0,5,4,9,5,4,4,5,4,5,13,14,27,5,4,4,5,4,5,13,14,27,4,4,4,4,4,5,12,13,25,20228,6598,10095,3535,1252,0,0,929,0,0,1252,929,2181,1172,925,988,1229,1039,1267,3085,3535,6620,1046,862,674,1235,891,944,2582,3070,5652,771,1005,988,771,988,1252,2764,3011,5775
HY635,Uzbekistan Airways,FEG,UZB,LED,RUS,O,O,O,완료,,100,29,50,21,4,4,4,4,4,4,12,12,24,4,5,4,4,5,4,13,13,26,4,5,4,3,5,4,13,12,25,4,4,4,4,5,4,12,13,25,17589,5302,8817,3470,748,742,799,600,760,720,2289,2080,4369,736,926,736,640,750,600,2398,1990,4388,748,944,714,450,852,708,2406,2010,4416,754,680,714,742,926,600,2148,2268,4416
HY637,Uzbekistan Airways,UGC,UZB,LED,RUS,O,O,O,완료,,223,60,108,55,9,9,8,13,12,12,26,37,63,9,8,9,13,9,9,26,31,57,8,8,9,9,9,8,25,26,51,9,9,8,8,9,9,26,26,52,33490,9000,16240,8250,1350,1350,1200,1950,1800,1800,3900,5550,9450,1350,1200,1350,1950,1350,1350,3900,4650,8550,1200,1200,1350,1350,1390,1200,3750,3940,7690,1350,1350,1200,1200,1350,1350,3900,3900,7800
HY639,Uzbekistan Airways,SKD,UZB,LED,RUS,O,O,O,완료,,312,92,156,64,13,13,12,13,13,12,38,38,76,14,12,14,13,13,13,40,39,79,13,13,14,13,13,13,40,39,79,13,13,13,13,13,13,39,39,78,50621,14935,25306,10380,2104,2150,1942,2092,2086,1948,6196,6126,12322,2260,1942,2282,2110,2150,2086,6484,6346,12830,2110,2110,2254,2110,2120,2086,6474,6316,12790,1950,2126,2281,2098,2120,2104,6357,6322,12679
HY641,Uzbekistan Airways,BHK,UZB,LED,RUS,O,O,O,완료,,103,30,52,21,4,4,4,5,4,4,12,13,25,4,5,4,5,4,4,13,13,26,4,5,4,4,5,4,13,13,26,4,5,4,5,4,4,13,13,26,18009,5031,8971,4007,600,600,600,830,760,760,1800,2350,4150,680,950,600,910,760,817,2230,2487,4717,720,870,600,600,870,760,2190,2230,4420,600,750,891,1007,754,720,2241,2481,4722
HY645,Uzbekistan Airways,TAS,UZB,MRV,RUS,O,O,O,완료,,121,30,70,21,4,4,4,4,4,4,12,12,24,4,5,4,4,5,4,13,13,26,4,5,4,6,9,9,13,24,37,4,5,4,8,9,4,13,21,34,20057,4814,11756,3487,600,600,600,600,600,600,1800,1800,3600,680,950,760,640,967,680,2390,2287,4677,600,1064,600,1060,1538,1704,2264,4302,6566,600,750,600,1314,1350,600,1950,3264,5214
HY647,Uzbekistan Airways,TAS,UZB,ROV,RUS,O,O,O,완료,,103,30,52,21,5,4,4,5,4,4,13,13,26,5,4,4,5,4,4,13,13,26,4,5,3,5,4,4,12,13,25,5,4,4,5,4,4,13,13,26,15530,4500,7840,3190,750,600,600,750,600,600,1950,1950,3900,750,600,600,790,600,600,1950,1990,3940,600,750,450,750,600,600,1800,1950,3750,750,600,600,750,600,640,1950,1990,3940
HY649,Uzbekistan Airways,TAS,UZB,KZN,RUS,O,O,O,완료,,132,31,59,42,4,5,4,8,9,7,13,24,37,4,4,5,9,8,9,13,26,39,4,4,6,4,4,5,14,13,27,4,4,5,4,5,7,13,16,29,19834,4684,8850,6300,600,750,600,1200,1350,1050,1950,3600,5550,600,600,750,1350,1200,1350,1950,3900,5850,600,634,900,600,600,750,2134,1950,4084,600,600,750,600,750,1050,1950,2400,4350
HY651,Uzbekistan Airways,FEG,UZB,KZN,RUS,O,O,O,완료,,100,31,47,22,5,2,2,5,4,4,9,13,22,5,4,4,5,4,5,13,14,27,4,5,4,5,3,4,13,12,25,5,4,4,5,4,4,13,13,26,15000,4650,7050,3300,750,300,300,750,600,600,1350,1950,3300,750,600,600,750,600,750,1950,2100,4050,600,750,600,750,450,600,1950,1800,3750,750,600,600,750,600,600,1950,1950,3900
HY653,Uzbekistan Airways,TAS,UZB,KUF,RUS,O,O,O,완료,,91,29,47,15,4,2,2,3,2,2,8,7,15,3,4,4,3,4,4,11,11,22,5,4,4,5,7,6,13,18,31,5,4,3,4,4,3,12,11,23,13690,4350,7090,2250,600,300,300,450,300,300,1200,1050,2250,450,600,600,450,600,600,1650,1650,3300,750,600,600,790,1050,900,1950,2740,4690,750,600,450,600,600,450,1800,1650,3450
HY657,Uzbekistan Airways,TAS,UZB,UFA,RUS,O,O,O,완료,,91,30,46,15,4,2,2,5,2,2,8,9,17,3,4,5,3,4,4,12,11,23,5,4,5,4,4,5,14,13,27,4,4,4,4,4,4,12,12,24,13650,4500,6900,2250,600,300,300,750,300,300,1200,1350,2550,450,600,750,450,600,600,1800,1650,3450,750,600,750,600,600,750,2100,1950,4050,600,600,600,600,600,600,1800,1800,3600
HY661,Uzbekistan Airways,TAS,UZB,SVX,RUS,O,O,O,완료,,104,31,51,22,5,4,4,4,4,4,13,12,25,5,4,4,5,4,5,13,14,27,5,4,4,5,4,5,13,14,27,5,4,4,4,4,4,13,12,25,15600,4650,7650,3300,750,600,600,600,600,600,1950,1800,3750,750,600,600,750,600,750,1950,2100,4050,750,600,600,750,600,750,1950,2100,4050,750,600,600,600,600,600,1950,1800,3750
HY667,Uzbekistan Airways,TAS,UZB,OVB,RUS,O,O,O,완료,,127,31,65,31,5,4,4,9,4,4,13,17,30,5,4,4,6,8,9,13,23,36,5,4,4,5,4,5,13,14,27,5,4,4,4,8,9,13,21,34,19870,5214,10006,4650,955,634,668,1350,600,600,2257,2550,4807,750,714,640,900,1200,1350,2104,3450,5554,750,600,600,750,600,750,1950,2100,4050,847,697,765,600,1200,1350,2309,3150,5459
HY669,Uzbekistan Airways,TAS,UZB,OVB,RUS,O,O,O,완료,나망간 경유,106,30,55,21,4,5,4,4,4,4,13,12,25,4,4,8,4,5,4,16,13,29,4,4,5,4,5,4,13,13,26,4,5,4,4,5,4,13,13,26,15934,4500,8284,3150,600,750,600,600,600,600,1950,1800,3750,600,600,1200,600,750,600,2400,1950,4350,600,600,750,600,750,600,1950,1950,3900,600,750,600,600,750,634,1950,1984,3934
HY683,Uzbekistan Airways,TAS,UZB,KJA,RUS,O,O,O,완료,,104,30,52,22,4,5,4,4,5,4,13,13,26,4,4,5,4,5,4,13,13,26,4,4,5,4,5,4,13,13,26,4,5,4,4,5,4,13,13,26,15640,4500,7840,3300,600,750,600,640,750,600,1950,1990,3940,600,600,750,600,750,600,1950,1950,3900,600,600,750,600,750,600,1950,1950,3900,600,750,600,600,750,600,1950,1950,3900
HY685,Uzbekistan Airways,TAS,UZB,AER,RUS,O,O,O,완료,,169,39,92,38,6,4,4,7,6,6,14,19,33,8,9,9,9,8,9,26,26,52,4,7,7,8,9,9,18,26,44,4,5,6,9,9,7,15,25,40,26251,6289,14222,5740,900,697,697,1050,900,900,2294,2850,5144,1200,1350,1578,1350,1240,1350,4128,3940,8068,600,1164,1050,1200,1350,1350,2814,3900,6714,600,750,1225,1350,1350,1050,2575,3750,6325
HY687,Uzbekistan Airways,TAS,UZB,KRR,RUS,O,O,O,완료,,189,60,92,37,9,5,4,9,4,8,18,21,39,5,8,9,8,8,9,22,25,47,8,9,9,9,8,9,26,26,52,9,8,8,9,9,8,25,26,51,28618,9000,13840,5778,1350,750,600,1350,600,1200,2700,3150,5850,750,1200,1350,1200,1200,1578,3300,3978,7278,1200,1350,1350,1350,1200,1350,3900,3900,7800,1350,1200,1200,1350,1350,1240,3750,3940,7690
HY689,Uzbekistan Airways,TAS,UZB,KGD,RUS,O,O,O,완료,,158,52,78,28,9,4,4,4,3,4,17,11,28,5,9,9,5,8,8,23,21,44,6,9,7,8,9,9,22,26,48,6,7,8,6,7,4,21,17,38,25560,8204,12311,5045,1418,600,600,817,564,817,2618,2198,4816,750,1350,1350,910,1434,1320,3450,3664,7114,1060,1350,1050,1200,1350,1390,3460,3940,7400,900,1124,1302,940,1244,720,3326,2904,6230
HY691,Uzbekistan Airways,TAS,UZB,TJM,RUS,O,O,O,완료,,89,26,42,21,4,2,2,4,4,4,8,12,20,2,2,5,4,5,4,9,13,22,2,4,3,4,5,4,9,13,22,4,5,4,3,5,4,13,12,25,13350,3900,6300,3150,600,300,300,600,600,600,1200,1800,3000,300,300,750,600,750,600,1350,1950,3300,300,600,450,600,750,600,1350,1950,3300,600,750,600,450,750,600,1950,1800,3750
HY697,Uzbekistan Airways,SKD,UZB,KZN,RUS,O,O,O,완료,,74,30,39,5,5,2,2,0,0,0,9,0,9,3,4,4,0,1,4,11,5,16,5,3,4,5,4,5,12,14,26,5,4,4,4,4,2,13,10,23,11100,4500,5850,750,750,300,300,0,0,0,1350,0,1350,450,600,600,0,150,600,1650,750,2400,750,450,600,750,600,750,1800,2100,3900,750,600,600,600,600,300,1950,1500,3450
HY701,Uzbekistan Airways,AZN,UZB,LED,RUS,O,O,O,완료,,101,29,52,20,5,4,4,5,4,4,13,13,26,5,4,4,5,4,3,13,12,25,4,5,3,5,4,4,12,13,25,4,4,4,5,4,4,12,13,25,18872,5426,9676,3770,926,736,736,932,748,742,2398,2422,4820,926,742,748,950,760,570,2416,2280,4696,748,938,570,950,748,742,2256,2440,4696,748,760,736,926,742,748,2244,2416,4660
HY709,Uzbekistan Airways,TAS,UZB,MSQ,BLR,O,O,O,완료,,203,58,101,44,9,7,8,8,9,8,24,25,49,9,8,8,9,8,10,25,27,52,9,7,8,9,8,10,24,27,51,8,8,9,8,9,9,25,26,51,31436,9002,15834,6600,1350,1050,1200,1314,1350,1200,3600,3864,7464,1350,1200,1200,1350,1200,1500,3750,4050,7800,1384,1090,1200,1350,1314,1534,3674,4198,7872,1428,1200,1350,1394,1464,1464,3978,4322,8300
HY711,Uzbekistan Airways,TMJ,UZB,LED,RUS,O,O,O,완료,,103,30,52,21,4,4,4,5,4,4,12,13,25,5,4,5,9,0,4,14,13,27,5,4,4,4,4,5,13,13,26,4,4,5,4,4,4,13,12,25,18852,5334,9594,3924,668,702,736,932,742,736,2106,2410,4516,920,742,926,1710,0,736,2588,2446,5034,926,708,702,760,736,920,2336,2416,4752,742,736,852,736,742,742,2330,2220,4550
HY715,Uzbekistan Airways,TAS,UZB,VOZ,RUS,O,O,O,완료,,101,29,51,21,4,4,4,4,4,4,12,12,24,4,4,5,4,4,5,13,13,26,3,4,5,4,4,5,12,13,25,4,4,5,4,5,4,13,13,26,15287,4350,7787,3150,600,600,600,600,600,600,1800,1800,3600,600,600,750,600,600,750,1950,1950,3900,450,600,750,600,600,750,1800,1950,3750,600,600,750,600,887,600,1950,2087,4037
HY717,Uzbekistan Airways,TAS,UZB,DYU,TJK,O,O,O,완료,,63,0,41,22,0,0,0,4,5,4,0,13,13,0,6,5,4,4,5,11,13,24,0,0,0,3,4,5,0,12,12,0,0,0,5,5,4,0,14,14,9587,0,6150,3437,0,0,0,600,750,600,0,1950,1950,0,900,750,737,600,750,1650,2087,3737,0,0,0,450,600,750,0,1800,1800,0,0,0,750,750,600,0,2100,2100
HY718,Uzbekistan Airways,DYU,TJK,TAS,UZB,O,O,O,완료,,63,0,41,22,0,0,0,4,5,4,0,13,13,0,6,5,4,4,5,11,13,24,0,0,0,3,4,5,0,12,12,0,0,0,5,5,4,0,14,14,9587,0,6150,3437,0,0,0,600,750,600,0,1950,1950,0,900,750,737,600,750,1650,2087,3737,0,0,0,450,600,750,0,1800,1800,0,0,0,750,750,600,0,2100,2100
HY721,Uzbekistan Airways,TAS,UZB,TSE,KAZ,O,O,O,완료,,254,60,126,68,9,9,8,8,7,8,26,23,49,11,10,13,18,18,17,34,53,87,9,8,8,12,14,13,25,39,64,9,9,8,10,9,9,26,28,54,38237,9000,19037,10200,1350,1350,1200,1200,1050,1200,3900,3450,7350,1747,1500,1950,2700,2700,2550,5197,7950,13147,1350,1200,1200,1800,2100,1950,3750,5850,9600,1350,1350,1200,1540,1350,1350,3900,4240,8140
HY722,Uzbekistan Airways,TSE,KAZ,TAS,UZB,O,O,O,완료,,255,61,125,69,9,9,8,7,8,8,26,23,49,11,10,13,18,18,17,34,53,87,9,8,9,13,14,12,26,39,65,9,9,8,10,9,9,26,28,54,38387,9150,18887,10350,1350,1350,1200,1050,1200,1200,3900,3450,7350,1747,1500,1950,2700,2700,2550,5197,7950,13147,1350,1200,1350,1950,2100,1800,3900,5850,9750,1350,1350,1200,1540,1350,1350,3900,4240,8140
HY755,Uzbekistan Airways,TAS,UZB,GYD,AZE,O,O,O,완료,,207,61,103,43,9,8,8,8,8,8,25,24,49,9,8,9,9,9,9,26,27,53,9,8,9,9,9,9,26,27,53,9,9,8,8,9,9,26,26,52,33147,9224,16806,7117,1350,1200,1200,1314,1274,1240,3750,3828,7578,1390,1280,1657,1390,1647,1566,4327,4603,8930,1350,1240,1350,1350,1658,1390,3940,4398,8338,1350,1384,1200,1280,1566,1521,3934,4367,8301
HY761,Uzbekistan Airways,TAS,UZB,ALA,KAZ,O,O,O,완료,,251,69,125,57,12,13,12,12,14,12,37,38,75,13,8,10,12,9,10,31,31,62,9,8,10,8,8,10,27,26,53,8,8,14,8,9,14,30,31,61,38157,10350,19103,8704,1800,1950,1800,1834,2134,1880,5550,5848,11398,1950,1200,1500,1840,1350,1500,4650,4690,9340,1350,1200,1500,1200,1200,1540,4050,3940,7990,1200,1200,2100,1280,1350,2299,4500,4929,9429
HY762,Uzbekistan Airways,ALA,KAZ,TAS,UZB,O,O,O,완료,,248,70,122,56,13,13,12,12,14,12,38,38,76,13,8,10,12,8,10,31,30,61,9,8,10,8,8,10,27,26,53,8,8,14,7,8,13,30,28,58,37667,10500,18613,8554,1950,1950,1800,1834,2134,1880,5700,5848,11548,1950,1200,1500,1840,1200,1500,4650,4540,9190,1350,1200,1500,1200,1200,1540,4050,3940,7990,1200,1200,2100,1090,1200,2149,4500,4439,8939
HY763,Uzbekistan Airways,TAS,UZB,ALA,KAZ,O,O,O,완료,,206,61,103,42,9,8,8,9,8,8,25,25,50,9,9,8,9,9,8,26,26,52,8,10,8,9,9,8,26,26,52,9,9,8,9,9,8,26,26,52,32003,9246,15922,6835,1350,1200,1200,1350,1200,1200,3750,3750,7500,1447,1350,1200,1446,1789,1200,3997,4435,8432,1200,1500,1200,1350,1350,1200,3900,3900,7800,1446,1350,1200,1446,1487,1342,3996,4275,8271
HY764,Uzbekistan Airways,ALA,KAZ,TAS,UZB,O,O,O,완료,,207,61,104,42,9,8,8,10,8,8,25,26,51,9,9,8,9,9,8,26,26,52,8,10,8,9,9,8,26,26,52,9,9,8,9,9,8,26,26,52,32153,9246,16072,6835,1350,1200,1200,1500,1200,1200,3750,3900,7650,1447,1350,1200,1446,1789,1200,3997,4435,8432,1200,1500,1200,1350,1350,1200,3900,3900,7800,1446,1350,1200,1446,1487,1342,3996,4275,8271
HY765,Uzbekistan Airways,TAS,UZB,ALA,KAZ,O,O,O,완료,,191,53,86,52,5,4,4,9,8,8,13,25,38,5,9,7,10,13,13,21,36,57,9,9,8,9,9,9,26,27,53,9,9,4,9,8,4,22,21,43,28770,7950,12940,7880,750,600,600,1350,1200,1200,1950,3750,5700,750,1350,1050,1540,1990,1950,3150,5480,8630,1350,1350,1200,1350,1350,1350,3900,4050,7950,1350,1350,600,1350,1240,600,3300,3190,6490
HY766,Uzbekistan Airways,ALA,KAZ,TAS,UZB,O,O,O,완료,,190,52,86,52,5,4,4,9,8,8,13,25,38,5,9,8,10,13,13,22,36,58,8,9,8,9,9,9,25,27,52,9,9,4,8,8,4,22,20,42,28620,7800,12940,7880,750,600,600,1350,1200,1200,1950,3750,5700,750,1350,1200,1540,1990,1950,3300,5480,8780,1200,1350,1200,1350,1350,1350,3750,4050,7800,1350,1350,600,1200,1240,600,3300,3040,6340
HY777,Uzbekistan Airways,TAS,UZB,FRU,KGZ,O,O,O,완료,,104,30,53,21,4,6,4,4,5,3,14,12,26,4,4,5,4,4,5,13,13,26,4,4,5,4,4,5,13,13,26,4,4,5,4,5,4,13,13,26,15640,4500,7990,3150,600,900,600,600,750,450,2100,1800,3900,600,600,750,600,600,750,1950,1950,3900,600,600,750,600,600,790,1950,1990,3940,600,600,750,600,750,600,1950,1950,3900
HY778,Uzbekistan Airways,FRU,KGZ,TAS,UZB,O,O,O,완료,,103,31,52,20,4,4,4,4,4,3,12,11,23,5,4,5,4,4,5,14,13,27,5,4,5,4,4,5,14,13,27,4,4,5,4,4,5,13,13,26,15490,4650,7840,3000,600,600,600,600,600,450,1800,1650,3450,750,600,750,600,600,750,2100,1950,4050,750,600,750,600,600,790,2100,1990,4090,600,600,750,600,600,750,1950,1950,3900
HY779,Uzbekistan Airways,TAS,UZB,FRU,KGZ,O,O,O,완료,,103,31,51,21,5,3,4,4,4,4,12,12,24,5,4,4,5,4,4,13,13,26,5,4,4,5,4,5,13,14,27,5,4,4,4,4,5,13,13,26,17035,5283,8368,3384,750,450,600,600,600,600,1800,1800,3600,750,600,600,790,720,674,1950,2184,4134,870,828,845,750,891,983,2543,2624,5167,750,640,600,640,640,864,1990,2144,4134
HY780,Uzbekistan Airways,FRU,KGZ,TAS,UZB,O,O,O,완료,,103,31,51,21,5,4,4,4,4,4,13,12,25,5,4,3,5,4,4,12,13,25,5,4,4,5,4,5,13,14,27,5,4,4,4,4,5,13,13,26,17035,5283,8368,3384,750,600,600,600,600,600,1950,1800,3750,750,600,450,790,720,674,1800,2184,3984,870,828,845,750,891,983,2543,2624,5167,750,640,600,640,640,864,1990,2144,4134
HY8271,Uzbekistan Airways,TAS,UZB,IST,TUR,O,O,O,완료,2017.10.27. 이후 폐선,13,0,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,3,0,0,0,1,2,5,0,8,8,0,0,0,0,2,0,0,2,2,2087,0,2087,0,0,0,0,0,0,0,0,0,0,0,150,300,0,0,0,450,0,450,0,0,0,150,340,750,0,1240,1240,0,0,0,0,397,0,0,397,397
HY8273,Uzbekistan Airways,TAS,UZB,IST,TUR,O,O,O,완료,2016.11.05. 2017.09.01. 2017.10.26 운항,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,3,547,397,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,150,0,150,0,397,150,547
HY8333,Uzbekistan Airways,TAS,UZB,DXB,UAE,O,O,O,완료,2018.01.12 이후 기록 없음,13,3,7,3,3,4,0,3,3,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,738,1530,739,738,984,0,546,739,0,1722,1285,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY8425,Uzbekistan Airways,TAS,UZB,DEL,IND,O,O,O,완료,2017.08.12. 하루 운항,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,150,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,150,0,0,0,0,0,0,0,0,0
HY8511,Uzbekistan Airways,TAS,UZB,ICN,KOR,O,O,O,완료,,6,0,0,6,0,0,0,0,1,1,0,2,2,0,0,0,2,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,1468,0,0,0,0,246,246,0,492,492,0,0,0,528,0,448,0,976,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY8513,Uzbekistan Airways,TAS,UZB,ICN,KOR,O,O,O,완료,2016.07.23. 2016.07.30. 2017.11.25 운항,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,1,684,494,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,494,0,494,0,0,0,0,0,190,0,190,190
HY8531,Uzbekistan Airways,TAS,UZB,BKK,THA,O,O,O,완료,2017.01.03. 2017.12.29. 2018.01.05. 운항,3,0,2,1,0,1,0,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,494,247,0,247,0,247,247,0,247,494,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY8533,Uzbekistan Airways,TAS,UZB,BKK,THA,O,O,O,완료,2017.01.11. 2018.01.03. 2018.01.12 운항,3,0,1,2,0,1,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,247,492,0,247,0,0,492,0,247,492,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY8551,Uzbekistan Airways,TAS,UZB,KUL,MAS,O,O,O,완료,2017.12.25. 2018.01.04 운항,2,0,1,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,247,247,0,0,0,247,247,0,0,494,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HY8601,Uzbekistan Airways,TAS,UZB,DME,RUS,O,O,O,완료,2017.12.30. 이후 폐선,9,0,9,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,2,0,0,0,2,2,1641,0,1641,0,0,0,0,794,0,0,0,794,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,450,450,0,0,0,397,0,0,0,397,397
HY8603,Uzbekistan Airways,TAS,UZB,DME,RUS,O,O,O,완료,2018.01.10. 이후 폐선,9,0,8,1,0,0,0,3,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,5,1510,0,1360,150,0,0,0,450,150,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,570,150,0,910,910
HY8605,Uzbekistan Airways,SKD,UZB,DME,RUS,O,O,O,완료,2017.09.05. 2017.10.07. 이틀 운항,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,340,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,150,0,0,340,340
HY8607,Uzbekistan Airways,BHK,UZB,DME,RUS,O,O,O,완료,2017.12.27 하루 운항,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,0,0,0,0,150,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
