기체번호,항공사,기종,정원_F,정원_C,정원_W,정원_Y,총정원
B-1921,China Southern Airlines,B737-86N,0,8,24,132,164
B-1922,China Southern Airlines,B737-86N,0,8,24,132,164
B-1925,China Southern Airlines,B737-86N,0,8,24,132,164
B-1701,China Southern Airlines,B737-86N,0,8,24,132,164
B-1979,China Southern Airlines,B737-86N,0,8,24,132,164
B-1920,China Southern Airlines,B737-86N,0,8,24,132,164
B-1980,China Southern Airlines,B737-86N,0,8,24,132,164
B-5748,China Southern Airlines,B737-81B,0,8,24,132,164
B-5749,China Southern Airlines,B737-81B,0,8,24,132,164
B-1916,China Southern Airlines,B737-81B,0,8,24,132,164
B-1917,China Southern Airlines,B737-81B,0,8,24,132,164
B-1950,China Southern Airlines,B737-81B,0,8,24,132,164
B-1952,China Southern Airlines,B737-81B,0,8,24,132,164
B-1953,China Southern Airlines,B737-81B,0,8,24,132,164
B-1736,China Southern Airlines,B737-81B,0,8,24,132,164
B-1747,China Southern Airlines,B737-81B,0,8,24,132,164
B-1748,China Southern Airlines,B737-81B,0,8,24,132,164
B-1782,China Southern Airlines,B737-81B,0,8,24,132,164
B-1520,China Southern Airlines,B737-81B,0,8,24,132,164
B-1737,China Southern Airlines,B737-81B,0,8,24,132,164
B-1776,China Southern Airlines,B737-81B,0,8,24,132,164
B-1780,China Southern Airlines,B737-81B,0,8,24,132,164
B-1525,China Southern Airlines,B737-81B,0,8,24,132,164
B-6067,China Southern Airlines,B737-81B,0,8,24,132,164
B-6078,China Southern Airlines,B737-81B,0,8,24,132,164
B-6069,China Southern Airlines,B737-81B,0,8,24,132,164
B-1700,China Southern Airlines,B737-86N,0,8,24,132,164
B-1781,China Southern Airlines,B737-86N,0,8,24,132,164
B-7967,China Southern Airlines,B737-81B,0,8,24,132,164
B-7968,China Southern Airlines,B737-81B,0,8,24,132,164
B-7969,China Southern Airlines,B737-81B,0,8,24,132,164
B-7970,China Southern Airlines,B737-81B,0,8,24,132,164
B-7995,China Southern Airlines,B737-81B,0,8,24,132,164
B-7996,China Southern Airlines,B737-81B,0,8,24,132,164
B-7997,China Southern Airlines,B737-81B,0,8,24,132,164
B-1367,China Southern Airlines,B737-81B,0,8,24,132,164
B-1365,China Southern Airlines,B737-81B,0,8,24,132,164
B-7971,China Southern Airlines,B737-81B,0,8,24,132,164
B-7972,China Southern Airlines,B737-81B,0,8,24,132,164
B-1407,China Southern Airlines,B737-81B,0,8,24,132,164
B-1405,China Southern Airlines,B737-81B,0,8,24,132,164
B-1401,China Southern Airlines,B737-81B,0,8,24,132,164
B-1408,China Southern Airlines,B737-81B,0,8,24,132,164
B-1413,China Southern Airlines,B737-81B,0,8,24,132,164
B-1582,China Southern Airlines,B737-81B,0,8,24,132,164
B-1583,China Southern Airlines,B737-81B,0,8,24,132,164
B-1412,China Southern Airlines,B737-81B,0,8,24,132,164
B-1411,China Southern Airlines,B737-81B,0,8,24,132,164
B-1410,China Southern Airlines,B737-81B,0,8,24,132,164
B-1585,China Southern Airlines,B737-81B,0,8,24,132,164
B-1409,China Southern Airlines,B737-81B,0,8,24,132,164
B-1400,China Southern Airlines,B737-81B,0,8,24,132,164
B-1406,China Southern Airlines,B737-81B,0,8,24,132,164
B-1403,China Southern Airlines,B737-81B,0,8,24,132,164
B-1402,China Southern Airlines,B737-81B,0,8,24,132,164
B-1363,China Southern Airlines,B737-81B,0,8,24,132,164
B-1362,China Southern Airlines,B737-81B,0,8,24,132,164
B-1237,China Southern Airlines,B737-81B,0,8,24,132,164
B-1236,China Southern Airlines,B737-81B,0,8,24,132,164
B-1239,China Southern Airlines,B737-81B,0,8,24,132,164
B-1283,China Southern Airlines,B737-81B,0,8,24,132,164
B-7995,China Southern Airlines,B737-81B,0,8,24,132,164
B-8545,China Southern Airlines,A320-271N,0,4,24,138,166
B-8637,China Southern Airlines,A320-271N,0,4,24,138,166
B-8670,China Southern Airlines,A320-271N,0,4,24,138,166
B-8671,China Southern Airlines,A320-271N,0,4,24,138,166
B-8672,China Southern Airlines,A320-271N,0,4,24,138,166
B-8673,China Southern Airlines,A320-271N,0,4,24,138,166
B-8695,China Southern Airlines,A320-271N,0,4,24,138,166
A6-FDE,flydubai,B737-8KN,0,0,0,189,189
A6-FDG,flydubai,B737-8KN,0,0,0,189,189
A6-FDH,flydubai,B737-8KN,0,12,0,162,174
A6-FDI,flydubai,B737-8KN,0,0,0,189,189
A6-FDJ,flydubai,B737-8KN,0,12,0,162,174
A6-FDK,flydubai,B737-8KN,0,12,0,162,174
A6-FDL,flydubai,B737-8KN,0,12,0,162,174
A6-FDM,flydubai,B737-8KN,0,12,0,162,174
A6-FDO,flydubai,B737-8KN,0,12,0,162,174
A6-FDP,flydubai,B737-8KN,0,12,0,162,174
A6-FDQ,flydubai,B737-8KN,0,12,0,162,174
A6-FDR,flydubai,B737-8KN,0,12,0,162,174
A6-FDS,flydubai,B737-8KN,0,12,0,162,174
A6-FDT,flydubai,B737-8KN,0,12,0,162,174
A6-FDV,flydubai,B737-8KN,0,12,0,162,174
A6-FDU,flydubai,B737-8KN,0,12,0,162,174
A6-FDW,flydubai,B737-8KN,0,12,0,162,174
A6-FDX,flydubai,B737-8KN,0,12,0,162,174
A6-FDY,flydubai,B737-8KN,0,12,0,162,174
A6-FDZ,flydubai,B737-8KN,0,12,0,162,174
A6-FEA,flydubai,B737-8KN,0,12,0,162,174
A6-FEB,flydubai,B737-8KN,0,12,0,162,174
A6-FEC,flydubai,B737-8KN,0,12,0,162,174
A6-FED,flydubai,B737-8KN,0,12,0,162,174
A6-FEE,flydubai,B737-8KN,0,12,0,162,174
A6-FEF,flydubai,B737-8KN,0,12,0,162,174
A6-FEH,flydubai,B737-8KN,0,12,0,162,174
A6-FEI,flydubai,B737-8KN,0,12,0,162,174
A6-FEJ,flydubai,B737-8KN,0,12,0,162,174
A6-FEL,flydubai,B737-8KN,0,12,0,162,174
A6-FEM,flydubai,B737-8KN,0,12,0,162,174
A6-FEN,flydubai,B737-8KN,0,12,0,162,174
A6-FEO,flydubai,B737-8KN,0,12,0,162,174
A6-FEQ,flydubai,B737-8KN,0,12,0,162,174
A6-FER,flydubai,B737-8KN,0,12,0,162,174
A6-FEP,flydubai,B737-8KN,0,12,0,162,174
A6-FES,flydubai,B737-8KN,0,12,0,162,174
A6-FET,flydubai,B737-8KN,0,12,0,162,174
A6-FEZ,flydubai,B737-8KN,0,12,0,162,174
A6-FEU,flydubai,B737-8KN,0,12,0,162,174
A6-FEY,flydubai,B737-8KN,0,12,0,162,174
A6-FEV,flydubai,B737-8KN,0,12,0,162,174
A6-FEW,flydubai,B737-8KN,0,12,0,162,174
A6-FEX,flydubai,B737-8KN,0,12,0,162,174
A6-FEG,flydubai,B737-8KN,0,12,0,162,174
A6-FEK,flydubai,B737-8KN,0,12,0,162,174
A6-FGA,flydubai,B737-8KN,0,0,0,189,189
A6-FGB,flydubai,B737-8KN,0,0,0,189,189
A6-FGC,flydubai,B737-8KN,0,0,0,189,189
A6-FGD,flydubai,B737-8KN,0,0,0,189,189
A6-FGE,flydubai,B737-8KN,0,0,0,189,189
A6-FDF,flydubai,B737-8KN,0,0,0,189,189
A6-FGF,flydubai,B737-8KN,0,0,0,189,189
A6-FGG,flydubai,B737-8KN,0,0,0,189,189
A6-FGH,flydubai,B737-8KN,0,0,0,189,189
A6-FGI,flydubai,B737-8KN,0,0,0,189,189
A6-FGJ,flydubai,B737-8KN,0,0,0,189,189
A6-FMA,flydubai,B737-8 MAX,0,10,0,156,166
A6-MAX,flydubai,B737-8 MAX,0,10,0,156,166
A6-FMD,flydubai,B737-8 MAX,0,10,0,156,166
A6-FMB,flydubai,B737-8 MAX,0,10,0,156,166
A6-FMC,flydubai,B737-8 MAX,0,10,0,156,166
A6-FME,flydubai,B737-8 MAX,0,10,0,156,166
VQ-BKW,Globus Airlines,B737-8ZS,0,8,0,168,176
VP-BUG,Globus Airlines,B737-86J,0,8,0,168,176
VQ-BRQ,Globus Airlines,B737-8LP,0,8,0,168,176
VP-BUL,Globus Airlines,B737-8LP,0,8,0,168,176
VQ-BRP,Globus Airlines,B737-8LP,0,8,0,168,176
VP-BNG,Globus Airlines,B737-83N,0,8,0,168,176
VQ-BRK,Globus Airlines,B737-8LP,0,8,0,168,176
VQ-BRR,Globus Airlines,B737-8LP,0,8,0,168,176
EP-APE,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-APF,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-APG,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-APH,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-API,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-APJ,Iran Aseman Airlines,A320-231,0,0,0,180,180
EP-APA,Iran Aseman Airlines,A340-311,0,40,28,187,255
EP-ATH,Iran Aseman Airlines,ATR 72-212,0,0,0,70,70
EP-ATU,Iran Aseman Airlines,ATR 72-500,0,0,0,70,70
EP-ATX,Iran Aseman Airlines,ATR 72-500,0,0,0,70,70
EP-ATZ,Iran Aseman Airlines,ATR 72-212,0,0,0,70,70
EP-ASA,Iran Aseman Airlines,B727-228,0,0,0,175,175
EP-ASB,Iran Aseman Airlines,B727-228,0,0,0,175,175
EP-ASD,Iran Aseman Airlines,B727-228,0,0,0,175,175
EP-APO,Iran Aseman Airlines,B737-4H6,0,16,0,128,144
EP-APP,Iran Aseman Airlines,B737-4H6,0,16,0,128,144
EP-NSN,Iran Aseman Airlines,B737-4H6,0,16,0,128,144
EP-ASG,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASI,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASJ,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASK,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASM,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASO,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASQ,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASR,Iran Aseman Airlines,F100,0,0,0,109,109
EP-AST,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASU,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ASX,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATB,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATC,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATD,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATE,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATF,Iran Aseman Airlines,F100,0,0,0,109,109
EP-ATG,Iran Aseman Airlines,F100,0,0,0,109,109
YA-KMT,Kam Air,A340-313,0,18,0,309,327
YA-KMV,Kam Air,B737-3H4,0,0,0,149,149
UR-UWW,Kam Air,B737-5Y0,0,0,0,126,126
UR-BAA,Kam Air,B737-5Q8,0,0,0,126,126
YA-KMS,Kam Air,B737-5Q8,0,0,0,126,126
YA-KAM,Kam Air,B767-222,0,18,0,183,201
YA-KMD,Kam Air,DC-9-83,0,0,0,165,165
YA-KMO,Kam Air,DC-9-87,0,0,0,135,135
YA-KMZ,Kam Air,DC-9-87,0,0,0,135,135
UP-F1007,Kam Air,F100,0,0,0,100,100
UP-F1009,Kam Air,F100,0,0,0,100,100
UP-F1010,Kam Air,F100,0,0,0,100,100
UP-F1014,Kam Air,F100,0,0,0,100,100
YA-TTE,Kam Air,A319-112,0,12,0,108,120
VQ-BKN,NordStar,ATR 42-500,0,0,0,46,46
VQ-BKO,NordStar,ATR 42-500,0,0,0,46,46
VQ-BKP,NordStar,ATR 42-500,0,0,0,46,46
VQ-BKQ,NordStar,ATR 42-500,0,0,0,46,46
VQ-BPE,NordStar,ATR 42-500,0,0,0,46,46
VP-BKT,NordStar,B737-33R,0,10,0,162,172
VQ-BDN,NordStar,B737-8K5,0,10,0,162,172
VQ-BDO,NordStar,B737-8K5,0,10,0,162,172
VQ-BDP,NordStar,B737-8Q8,0,10,0,162,172
VQ-BDW,NordStar,B737-8K5,0,10,0,162,172
VQ-BDZ,NordStar,B737-8K5,0,10,0,162,172
VQ-BKR,NordStar,B737-8AS,0,10,0,162,172
VQ-BNG,NordStar,B737-86J,0,10,0,162,172
VQ-BPM,NordStar,B737-8AS,0,10,0,162,172
VQ-BQT,NordStar,B737-8AS,0,10,0,162,172
VP-BPI,Pegas Fly,B737-83N,0,0,0,189,189
VP-BPY,Pegas Fly,B737-83N,0,0,0,189,189
VQ-BUV,Pegas Fly,B737-83N,0,0,0,189,189
VQ-BVY,Pegas Fly,B737-8Q8,0,0,0,189,189
VP-BDI,Pegas Fly,B767-38A,0,12,0,278,290
VP-BMC,Pegas Fly,B767-3Q8,0,12,0,278,290
VP-BOY,Pegas Fly,B767-3G5,0,12,0,278,290
VP-BOZ,Pegas Fly,B767-3G5,0,12,0,278,290
VQ-BOG,Pegas Fly,B767-341,0,12,0,278,290
VQ-BTQ,Pegas Fly,B767-3Q8,0,12,0,278,290
VP-BZC,Pegas Fly,ERJ-190AR,0,0,0,99,99
VP-BZD,Pegas Fly,ERJ-190AR,0,0,0,99,99
VP-BZG,Pegas Fly,ERJ-190LR,0,0,0,99,99
VP-BZH,Pegas Fly,ERJ-190LR,0,0,0,99,99
VP-BZI,Pegas Fly,ERJ-190LR,0,0,0,99,99
VP-BZJ,Pegas Fly,ERJ-190AR,0,0,0,99,99
VP-BZK,Pegas Fly,ERJ-190AR,0,0,0,99,99
TC-DCF,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCJ,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCA,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCB,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCC,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCD,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCE,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCG,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCH,Pegasus Airlines,A320-214,0,0,0,180,180
TC-DCI,Pegasus Airlines,A320-214,0,0,0,180,180
TC-NBA,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-DCL,Pegasus Airlines,A320-214,0,0,0,186,186
TC-NBB,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBD,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBC,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-DCM,Pegasus Airlines,A320-214,0,0,0,186,186
TC-NBF,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBG,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBE,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBH,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBI,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBJ,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBK,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBL,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBM,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBN,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBO,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBP,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBR,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-NBS,Pegasus Airlines,A320-251N,0,0,0,186,186
TC-AAO,Pegasus Airlines,B737-86N,0,0,0,189,189
TC-AAR,Pegasus Airlines,B737-86N,0,0,0,189,189
TC-IZD,Pegasus Airlines,B737-83N,0,0,0,189,189
TC-CPP,Pegasus Airlines,B737-804,0,0,0,189,189
TC-IZG,Pegasus Airlines,B737-8AS,0,0,0,189,189
TC-CPO,Pegasus Airlines,B737-8AS,0,0,0,189,189
TC-IZI,Pegasus Airlines,B737-8GJ,0,0,0,189,189
TC-CPR,Pegasus Airlines,B737-8GJ,0,0,0,189,189
TC-CPU,Pegasus Airlines,B737-86N,0,0,0,189,189
TC-IZJ,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CCJ,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AJP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPV,Pegasus Airlines,B737-86J,0,0,0,189,189
TC-CPS,Pegasus Airlines,B737-86J,0,0,0,189,189
TC-IZE,Pegasus Airlines,B737-86J,0,0,0,189,189
TC-IZK,Pegasus Airlines,B737-86J,0,0,0,186,186
TC-AIS,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AVP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AZP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPB,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPE,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPK,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPL,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-ASP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPM,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPN,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPI,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-ADP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AHP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-ANP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AMP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AEP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPA,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPD,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-ARP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAU,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AIP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPC,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPG,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPJ,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPY,Pegasus Airlines,B737-8H6,0,0,0,189,189
TC-CPZ,Pegasus Airlines,B737-8H6,0,0,0,189,189
TC-CRA,Pegasus Airlines,B737-8H6,0,0,0,189,189
TC-CRB,Pegasus Airlines,B737-8AL,0,0,0,189,189
TC-CPF,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAL,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAS,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAY,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAN,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-CPF,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AGP,Pegasus Airlines,B737-82R,0,0,0,189,189
TC-AAJ,Pegasus Airlines,B737-82R,0,0,0,189,189
VQ-BYA,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BBO,S7 Airlines,ERJ-170SU,0,0,0,78,78
VP-BDT,S7 Airlines,A320-214,0,8,0,150,158
VP-BOM,S7 Airlines,A320-214,0,8,0,150,158
VQ-BYC,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BQW,S7 Airlines,A319-111,0,0,0,144,144
VP-BTW,S7 Airlines,A319-114,0,0,0,144,144
VP-BDH,S7 Airlines,B737-8Q8,0,8,0,168,176
VQ-BVM,S7 Airlines,B737-8GJ,0,8,0,168,176
VQ-BRG,S7 Airlines,A320-214,0,8,0,150,158
VQ-BRD,S7 Airlines,A320-214,0,8,0,150,158
VQ-BRC,S7 Airlines,A320-214,0,8,0,150,158
VQ-BPN,S7 Airlines,A320-214,0,8,0,150,158
VQ-BPL,S7 Airlines,A320-214,0,8,0,150,158
VQ-BOG,S7 Airlines,A320-214,0,8,0,150,158
VQ-BOA,S7 Airlines,A320-214,0,8,0,150,158
VQ-BET,S7 Airlines,A320-214,0,8,0,150,158
VQ-BES,S7 Airlines,A320-214,0,8,0,150,158
VQ-BDF,S7 Airlines,A320-214,0,8,0,150,158
VQ-BDE,S7 Airlines,A320-214,0,8,0,150,158
VQ-BCR,S7 Airlines,A320-271N,0,8,0,156,164
VQ-BCK,S7 Airlines,A320-271N,0,8,0,156,164
VQ-BCI,S7 Airlines,A320-214,0,8,0,150,158
VQ-BCH,S7 Airlines,A320-271N,0,8,0,156,164
VQ-BCF,S7 Airlines,A320-271N,0,8,0,156,164
VP-BOL,S7 Airlines,A320-214,0,8,0,150,158
VP-BOJ,S7 Airlines,A320-214,0,8,0,150,158
VP-BOG,S7 Airlines,A320-214,0,8,0,150,158
VP-BCZ,S7 Airlines,A320-214,0,8,0,150,158
VP-BCS,S7 Airlines,A320-214,0,8,0,150,158
VP-BCP,S7 Airlines,A320-214,0,8,0,150,158
VP-BTU,S7 Airlines,A319-114,0,0,0,144,144
VP-BTV,S7 Airlines,A319-114,0,0,0,144,144
VP-BTX,S7 Airlines,A319-114,0,0,0,144,144
VP-BTN,S7 Airlines,A319-114,0,0,0,144,144
VP-BTP,S7 Airlines,A319-114,0,0,0,144,144
VP-BTQ,S7 Airlines,A319-114,0,0,0,144,144
VP-BTS,S7 Airlines,A319-114,0,0,0,144,144
VP-BTT,S7 Airlines,A319-114,0,0,0,144,144
VP-BHF,S7 Airlines,A319-114,0,0,0,144,144
VP-BHG,S7 Airlines,A319-114,0,0,0,144,144
VP-BHI,S7 Airlines,A319-114,0,0,0,144,144
VP-BHJ,S7 Airlines,A319-114,0,0,0,144,144
VP-BHK,S7 Airlines,A319-114,0,0,0,144,144
VP-BHL,S7 Airlines,A319-114,0,0,0,144,144
VP-BHV,S7 Airlines,A319-114,0,0,0,144,144
VP-BHP,S7 Airlines,A319-114,0,0,0,144,144
VP-BHQ,S7 Airlines,A319-114,0,0,0,144,144
VQ-BQK,S7 Airlines,A321-211,0,8,0,189,197
VQ-BQJ,S7 Airlines,A321-211,0,8,0,189,197
VQ-BQI,S7 Airlines,A321-211,0,8,0,189,197
VQ-BQH,S7 Airlines,A321-211,0,8,0,189,197
VP-BPO,S7 Airlines,A321-211,0,8,0,190,198
VP-BPC,S7 Airlines,A321-211,0,8,0,190,198
VQ-BDB,S7 Airlines,A321-231,0,8,0,190,198
VP-BQD,S7 Airlines,B737-83N,0,8,0,168,176
VP-BQF,S7 Airlines,B737-83N,0,8,0,168,176
VP-BND,S7 Airlines,B737-83N,0,8,0,168,176
VP-BDG,S7 Airlines,B737-8Q8,0,8,0,168,176
VP-BDF,S7 Airlines,B737-8Q8,0,8,0,168,176
VP-BLD,S7 Airlines,B737-8Q8,0,8,0,168,176
VQ-BKV,S7 Airlines,B737-8ZS,0,8,0,168,176
VP-BLE,S7 Airlines,B737-8Q8,0,8,0,168,176
VQ-BVL,S7 Airlines,B737-8GJ,0,8,0,168,176
VQ-BVK,S7 Airlines,B737-8GJ,0,8,0,168,176
VQ-BMG,S7 Airlines,B737-8LP,0,8,0,168,176
VQ-BYB,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYC,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYD,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYE,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYF,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYG,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYH,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYK,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYL,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYM,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYN,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYR,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYS,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYV,S7 Airlines,ERJ-170SU,0,0,0,78,78
VQ-BYW,S7 Airlines,ERJ-170SU,0,0,0,78,78
VP-BVH,S7 Airlines,B767-33A,0,18,0,222,240
VQ-BBI,S7 Airlines,B767-328,0,12,0,240,252
EY-545,Somon Air,B737-3K2,0,0,0,149,149
EY-555,Somon Air,B737-3Y5,0,0,0,149,149
EY-777,Somon Air,B737-8GJ,0,0,0,189,189
EY-787,Somon Air,B737-8GJ,0,0,0,189,189
P4-SOM,Somon Air,B737-93Y,0,16,0,168,184
P4-TAJ,Somon Air,B737-93Y,0,16,0,168,184
N412BC,Somon Air,B737-3K2,0,0,0,149,149
EY-444,Tajik Air,B737-3L9,0,0,0,149,149
EY-751,Tajik Air,B757-2Q8,0,0,0,224,224
EY-757,Tajik Air,B757-231,0,8,0,189,197
TC-JLR,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLS,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLT,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLU,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLV,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLY,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLZ,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUE,Turkish Airlines,A320-232,0,0,0,162,162
TC-JUF,Turkish Airlines,A320-232,0,0,0,162,162
TC-JUG,Turkish Airlines,A320-232,0,0,0,162,162
TC-JUI,Turkish Airlines,A320-232,0,0,0,162,162
TC-JUJ,Turkish Airlines,A320-232,0,0,0,150,150
TC-JUK,Turkish Airlines,A320-232,0,0,0,162,162
TC-JPC,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPD,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPF,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPG,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPH,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPI,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPJ,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPK,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPL,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPM,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPN,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPO,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPR,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPS,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPT,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPV,Turkish Airlines,A320-214,0,0,0,150,150
TC-JLP,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLM,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLO,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUA,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUB,Turkish Airlines,A319-132,0,0,0,132,132
TC-JUD,Turkish Airlines,A319-132,0,0,0,132,132
TC-JLN,Turkish Airlines,A319-132,0,0,0,132,132
TC-JPY,Turkish Airlines,A320-214,0,0,0,150,150
TC-JFL,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFM,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFU,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFV,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGA,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGC,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGD,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGM,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JKO,Turkish Airlines,B737-752,0,12,0,112,124
TC-JGG,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGI,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGK,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGO,Turkish Airlines,B737-8F2,0,6,0,159,165
